1662993284.2103827,14155.0,13401.0,754.0,0.00768268024603442,0.008843146911526501,741.9,742.1291666666667,0,0,0,0,0,0,
1662993285.2204404,14155.0,13401.0,754.0,0.00787741589351394,0.008907464614496234,742.0875,742.1916666666667,0,0,0,0,0,0,
1662993286.2324982,14155.0,13401.0,754.0,0.008069087861190118,0.00897147406627101,742.275,742.2541666666667,0,0,0,0,0,0,
1662993287.245556,14155.0,13401.0,754.0,0.008252238937974415,0.009033403199003066,742.475,742.3208333333333,0,0,0,0,0,0,
1662993288.2596142,14155.0,13405.0,750.0,0.008432224338600575,0.0090950365384895,742.675,742.3875,0,0,0,0,0,0,
1662993289.273672,14155.0,13405.0,750.0,0.008547021270738692,0.009135450722847473,742.8125,742.4333333333333,0,0,0,0,0,0,
1662993290.2857301,14155.0,13405.0,750.0,0.008659619223368619,0.00917565068293188,742.95,742.4791666666666,0,0,0,0,0,0,
1662993291.298788,14155.0,13405.0,750.0,0.008770013109508269,0.009215634467016688,743.0875,742.525,0,0,0,0,0,0,
1662993292.3118458,14155.0,13405.0,750.0,0.008872945007199195,0.009253696280118602,743.2375,742.575,0,0,0,0,0,0,
1662993293.326904,14155.0,13405.0,750.0,0.008973556567965108,0.009291549701722954,743.3875,742.625,0,0,0,0,0,0,
1662993294.3469622,14165.0,13405.0,760.0,0.009071839648789617,0.009329191713334623,743.5375,742.675,0,0,0,0,0,0,
1662993295.374021,14165.0,13405.0,760.0,0.009333721266093928,0.009422480030388617,743.8125,742.7666666666667,0,0,0,0,0,0,
1662993296.40108,14165.0,13405.0,760.0,0.009591081538165057,0.009515308578507329,744.0875,742.8583333333333,0,0,0,0,0,0,
1662993297.4121375,14165.0,13405.0,760.0,0.009843916306964578,0.009607674938908827,744.3625,742.95,0,0,0,0,0,0,
1662993298.4221954,14165.0,13405.0,760.0,0.01009222184303944,0.009699576836912983,744.6375,743.0416666666666,0,0,0,0,0,0,
1662993299.4342532,14165.0,13405.0,760.0,0.010335994813518486,0.009791012131271766,744.9125,743.1333333333333,0,0,0,0,0,0,
1662993300.4743128,14165.0,13405.0,760.0,0.010575232253016716,0.009881978804468783,745.1875,743.225,0,0,0,0,0,0,
1662993301.4903708,14165.0,13405.0,760.0,0.010809931537135997,0.009972474953884324,745.4625,743.3166666666667,0,0,0,0,0,0,
